index,knowledge_point_id,module_id,phase_id,sort_order,objective_code,name_en,name_zh,name_es,objective_en,objective_zh,objective_es,difficulty_level,chinese_l1_risk,spanish_l1_risk,misconception_codes,review_status,review_notes
317,vp_mastery_meaning,verb_patterns,vp_mastery,2,VP-08-02,Verb Pattern Mastery: Meaning and use,动词搭配综合运用：意义与用法,Dominio de patrones verbales: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文动词补语结构不同，学习者可能忽略英语动词对 -ing、to 或宾语结构的选择限制。,Las preposiciones y非限定形式的搭配不同，可能产生 gerundio/infinitivo 迁移。,VP_MEANING_01|VP_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
318,vp_mastery_contrast,verb_patterns,vp_mastery,3,VP-08-03,Verb Pattern Mastery: Contrast and misconception,动词搭配综合运用：对比与易错点,Dominio de patrones verbales: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文动词补语结构不同，学习者可能忽略英语动词对 -ing、to 或宾语结构的选择限制。,Las preposiciones y非限定形式的搭配不同，可能产生 gerundio/infinitivo 迁移。,VP_CONTRAST_01|VP_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
319,vp_mastery_production,verb_patterns,vp_mastery,4,VP-08-04,Verb Pattern Mastery: Editing and production,动词搭配综合运用：改错与产出,Dominio de patrones verbales: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文动词补语结构不同，学习者可能忽略英语动词对 -ing、to 或宾语结构的选择限制。,Las preposiciones y非限定形式的搭配不同，可能产生 gerundio/infinitivo 迁移。,VP_PRODUCTION_01|VP_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
320,ss_core_form,sentence_structure,ss_core,1,SS-01-01,Core Sentence Patterns: Core form,核心句型：核心形式,Patrones básicos de oración: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_FORM_01|SS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
321,ss_core_meaning,sentence_structure,ss_core,2,SS-01-02,Core Sentence Patterns: Meaning and use,核心句型：意义与用法,Patrones básicos de oración: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_MEANING_01|SS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
322,ss_core_contrast,sentence_structure,ss_core,3,SS-01-03,Core Sentence Patterns: Contrast and misconception,核心句型：对比与易错点,Patrones básicos de oración: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_CONTRAST_01|SS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
323,ss_core_production,sentence_structure,ss_core,4,SS-01-04,Core Sentence Patterns: Editing and production,核心句型：改错与产出,Patrones básicos de oración: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_PRODUCTION_01|SS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
324,ss_agreement_form,sentence_structure,ss_agreement,1,SS-02-01,Subject–Verb Agreement: Core form,主谓一致：核心形式,Concordancia sujeto-verbo: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_FORM_01|SS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
325,ss_agreement_meaning,sentence_structure,ss_agreement,2,SS-02-02,Subject–Verb Agreement: Meaning and use,主谓一致：意义与用法,Concordancia sujeto-verbo: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_MEANING_01|SS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
326,ss_agreement_contrast,sentence_structure,ss_agreement,3,SS-02-03,Subject–Verb Agreement: Contrast and misconception,主谓一致：对比与易错点,Concordancia sujeto-verbo: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_CONTRAST_01|SS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
327,ss_agreement_production,sentence_structure,ss_agreement,4,SS-02-04,Subject–Verb Agreement: Editing and production,主谓一致：改错与产出,Concordancia sujeto-verbo: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_PRODUCTION_01|SS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
328,ss_order_form,sentence_structure,ss_order,1,SS-03-01,Word Order: Core form,词序：核心形式,Orden de palabras: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_FORM_01|SS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
329,ss_order_meaning,sentence_structure,ss_order,2,SS-03-02,Word Order: Meaning and use,词序：意义与用法,Orden de palabras: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_MEANING_01|SS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
330,ss_order_contrast,sentence_structure,ss_order,3,SS-03-03,Word Order: Contrast and misconception,词序：对比与易错点,Orden de palabras: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_CONTRAST_01|SS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
331,ss_order_production,sentence_structure,ss_order,4,SS-03-04,Word Order: Editing and production,词序：改错与产出,Orden de palabras: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_PRODUCTION_01|SS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
332,ss_questions_form,sentence_structure,ss_questions,1,SS-04-01,Question Structure: Core form,疑问句结构：核心形式,Estructura interrogativa: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_FORM_01|SS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
333,ss_questions_meaning,sentence_structure,ss_questions,2,SS-04-02,Question Structure: Meaning and use,疑问句结构：意义与用法,Estructura interrogativa: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_MEANING_01|SS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
334,ss_questions_contrast,sentence_structure,ss_questions,3,SS-04-03,Question Structure: Contrast and misconception,疑问句结构：对比与易错点,Estructura interrogativa: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_CONTRAST_01|SS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
335,ss_questions_production,sentence_structure,ss_questions,4,SS-04-04,Question Structure: Editing and production,疑问句结构：改错与产出,Estructura interrogativa: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_PRODUCTION_01|SS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
336,ss_negatives_form,sentence_structure,ss_negatives,1,SS-05-01,Negatives: Core form,否定句：核心形式,Negación: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_FORM_01|SS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
337,ss_negatives_meaning,sentence_structure,ss_negatives,2,SS-05-02,Negatives: Meaning and use,否定句：意义与用法,Negación: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_MEANING_01|SS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
338,ss_negatives_contrast,sentence_structure,ss_negatives,3,SS-05-03,Negatives: Contrast and misconception,否定句：对比与易错点,Negación: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_CONTRAST_01|SS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
339,ss_negatives_production,sentence_structure,ss_negatives,4,SS-05-04,Negatives: Editing and production,否定句：改错与产出,Negación: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_PRODUCTION_01|SS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
340,ss_clauses_form,sentence_structure,ss_clauses,1,SS-06-01,Clause Boundaries: Core form,分句边界：核心形式,Límites de cláusula: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_FORM_01|SS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
341,ss_clauses_meaning,sentence_structure,ss_clauses,2,SS-06-02,Clause Boundaries: Meaning and use,分句边界：意义与用法,Límites de cláusula: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_MEANING_01|SS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
342,ss_clauses_contrast,sentence_structure,ss_clauses,3,SS-06-03,Clause Boundaries: Contrast and misconception,分句边界：对比与易错点,Límites de cláusula: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_CONTRAST_01|SS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
343,ss_clauses_production,sentence_structure,ss_clauses,4,SS-06-04,Clause Boundaries: Editing and production,分句边界：改错与产出,Límites de cláusula: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_PRODUCTION_01|SS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
344,ss_errors_form,sentence_structure,ss_errors,1,SS-07-01,"Fragments, Run-ons & Comma Splices: Core form",残句、粘连句与逗号拼接：核心形式,"Fragmentos, oraciones fusionadas y comas indebidas: Forma central",Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_FORM_01|SS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
345,ss_errors_meaning,sentence_structure,ss_errors,2,SS-07-02,"Fragments, Run-ons & Comma Splices: Meaning and use",残句、粘连句与逗号拼接：意义与用法,"Fragmentos, oraciones fusionadas y comas indebidas: Significado y uso",Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_MEANING_01|SS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
346,ss_errors_contrast,sentence_structure,ss_errors,3,SS-07-03,"Fragments, Run-ons & Comma Splices: Contrast and misconception",残句、粘连句与逗号拼接：对比与易错点,"Fragmentos, oraciones fusionadas y comas indebidas: Contraste y error frecuente",Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_CONTRAST_01|SS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
347,ss_errors_production,sentence_structure,ss_errors,4,SS-07-04,"Fragments, Run-ons & Comma Splices: Editing and production",残句、粘连句与逗号拼接：改错与产出,"Fragmentos, oraciones fusionadas y comas indebidas: Corrección y producción",Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_PRODUCTION_01|SS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
348,ss_mastery_form,sentence_structure,ss_mastery,1,SS-08-01,Sentence Editing Mastery: Core form,句子改写综合：核心形式,Dominio de edición oracional: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_FORM_01|SS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
349,ss_mastery_meaning,sentence_structure,ss_mastery,2,SS-08-02,Sentence Editing Mastery: Meaning and use,句子改写综合：意义与用法,Dominio de edición oracional: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_MEANING_01|SS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
350,ss_mastery_contrast,sentence_structure,ss_mastery,3,SS-08-03,Sentence Editing Mastery: Contrast and misconception,句子改写综合：对比与易错点,Dominio de edición oracional: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_CONTRAST_01|SS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
351,ss_mastery_production,sentence_structure,ss_mastery,4,SS-08-04,Sentence Editing Mastery: Editing and production,句子改写综合：改错与产出,Dominio de edición oracional: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文语序和话题突出结构可能导致缺主语、助动词遗漏和修饰语位置问题。,El español允许主语省略和更灵活语序，可能导致英语主语、倒装和标点错误。,SS_PRODUCTION_01|SS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
352,adv_emphasis_form,advanced,adv_emphasis,1,ADV-01-01,Emphasis with Do and Word Choice: Core form,do 强调与词语强调：核心形式,Énfasis con do y elección léxica: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_FORM_01|ADV_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
353,adv_emphasis_meaning,advanced,adv_emphasis,2,ADV-01-02,Emphasis with Do and Word Choice: Meaning and use,do 强调与词语强调：意义与用法,Énfasis con do y elección léxica: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_MEANING_01|ADV_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
354,adv_emphasis_contrast,advanced,adv_emphasis,3,ADV-01-03,Emphasis with Do and Word Choice: Contrast and misconception,do 强调与词语强调：对比与易错点,Énfasis con do y elección léxica: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_CONTRAST_01|ADV_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
355,adv_emphasis_production,advanced,adv_emphasis,4,ADV-01-04,Emphasis with Do and Word Choice: Editing and production,do 强调与词语强调：改错与产出,Énfasis con do y elección léxica: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_PRODUCTION_01|ADV_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
356,adv_inversion_form,advanced,adv_inversion,1,ADV-02-01,Negative & Restrictive Inversion: Core form,否定与限制性倒装：核心形式,Inversión negativa y restrictiva: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_FORM_01|ADV_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
357,adv_inversion_meaning,advanced,adv_inversion,2,ADV-02-02,Negative & Restrictive Inversion: Meaning and use,否定与限制性倒装：意义与用法,Inversión negativa y restrictiva: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_MEANING_01|ADV_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
358,adv_inversion_contrast,advanced,adv_inversion,3,ADV-02-03,Negative & Restrictive Inversion: Contrast and misconception,否定与限制性倒装：对比与易错点,Inversión negativa y restrictiva: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_CONTRAST_01|ADV_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
359,adv_inversion_production,advanced,adv_inversion,4,ADV-02-04,Negative & Restrictive Inversion: Editing and production,否定与限制性倒装：改错与产出,Inversión negativa y restrictiva: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_PRODUCTION_01|ADV_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
360,adv_cleft_form,advanced,adv_cleft,1,ADV-03-01,Cleft Sentences: Core form,分裂句：核心形式,Oraciones hendidas: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_FORM_01|ADV_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
361,adv_cleft_meaning,advanced,adv_cleft,2,ADV-03-02,Cleft Sentences: Meaning and use,分裂句：意义与用法,Oraciones hendidas: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_MEANING_01|ADV_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
362,adv_cleft_contrast,advanced,adv_cleft,3,ADV-03-03,Cleft Sentences: Contrast and misconception,分裂句：对比与易错点,Oraciones hendidas: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_CONTRAST_01|ADV_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
363,adv_cleft_production,advanced,adv_cleft,4,ADV-03-04,Cleft Sentences: Editing and production,分裂句：改错与产出,Oraciones hendidas: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_PRODUCTION_01|ADV_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
364,adv_reduction_form,advanced,adv_reduction,1,ADV-04-01,Reduced Clauses: Core form,简化从句：核心形式,Cláusulas reducidas: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_FORM_01|ADV_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
365,adv_reduction_meaning,advanced,adv_reduction,2,ADV-04-02,Reduced Clauses: Meaning and use,简化从句：意义与用法,Cláusulas reducidas: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_MEANING_01|ADV_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
366,adv_reduction_contrast,advanced,adv_reduction,3,ADV-04-03,Reduced Clauses: Contrast and misconception,简化从句：对比与易错点,Cláusulas reducidas: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文高级书面表达与英语信息结构差异可能导致过度名词化、倒装误用或语体不匹配。,El español formal y英语 formal 的压缩、倒装和礼貌策略不同，可能产生过度迁移。,ADV_CONTRAST_01|ADV_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
